index,year,s&p_closing_prices,real_us_gdp,s&p_eps,average_10y_yield,average_annual_inflation
2694,1989,352.089996,9095857.788,46.81,8.49,4.8
2695,1989,349.839996,9095857.788,46.81,8.49,4.8
2696,1989,350.649994,9095857.788,46.81,8.49,4.8
2697,1989,351.450012,9095857.788,46.81,8.49,4.8
2698,1989,353.730011,9095857.788,46.81,8.49,4.8
2699,1989,352.559998,9095857.788,46.81,8.49,4.8
2700,1989,349.23999,9095857.788,46.81,8.49,4.8
2701,1989,348.350006,9095857.788,46.81,8.49,4.8
2702,1989,348.76001,9095857.788,46.81,8.49,4.8
2703,1989,347.660004,9095857.788,46.81,8.49,4.8
2704,1989,348.700012,9095857.788,46.81,8.49,4.8
2705,1989,345.459991,9095857.788,46.81,8.49,4.8
2706,1989,343.160004,9095857.788,46.81,8.49,4.8
2707,1989,345.059998,9095857.788,46.81,8.49,4.8
2708,1989,346.730011,9095857.788,46.81,8.49,4.8
2709,1989,346.549988,9095857.788,46.81,8.49,4.8
2710,1989,346.470001,9095857.788,46.81,8.49,4.8
2711,1989,345.700012,9095857.788,46.81,8.49,4.8
2712,1989,347.049988,9095857.788,46.81,8.49,4.8
2713,1989,344.230011,9095857.788,46.81,8.49,4.8
2714,1989,344.329987,9095857.788,46.81,8.49,4.8
2715,1989,345.100006,9095857.788,46.81,8.49,4.8
2716,1989,348.600006,9095857.788,46.81,8.49,4.8
2717,1989,349.149994,9095857.788,46.81,8.49,4.8
2718,1989,350.869995,9095857.788,46.81,8.49,4.8
2719,1989,354.709991,9095857.788,46.81,8.49,4.8
2720,1989,356.940002,9095857.788,46.81,8.49,4.8
2721,1989,356.970001,9095857.788,46.81,8.49,4.8
2722,1989,358.779999,9095857.788,46.81,8.49,4.8
2723,1989,359.799988,9095857.788,46.81,8.49,4.8
2724,1989,359.130005,9095857.788,46.81,8.49,4.8
2725,1989,356.98999,9095857.788,46.81,8.49,4.8
2726,1989,355.390015,9095857.788,46.81,8.49,4.8
2727,1989,333.649994,9095857.788,46.81,8.49,4.8
2728,1989,342.850006,9095857.788,46.81,8.49,4.8
2729,1989,341.160004,9095857.788,46.81,8.49,4.8
2730,1989,341.76001,9095857.788,46.81,8.49,4.8
2731,1989,347.130005,9095857.788,46.81,8.49,4.8
2732,1989,347.160004,9095857.788,46.81,8.49,4.8
2733,1989,344.829987,9095857.788,46.81,8.49,4.8
2734,1989,343.700012,9095857.788,46.81,8.49,4.8
2735,1989,342.5,9095857.788,46.81,8.49,4.8
2736,1989,337.929993,9095857.788,46.81,8.49,4.8
2737,1989,335.059998,9095857.788,46.81,8.49,4.8
2738,1989,335.070007,9095857.788,46.81,8.49,4.8
2739,1989,340.359985,9095857.788,46.81,8.49,4.8
2740,1989,341.200012,9095857.788,46.81,8.49,4.8
2741,1989,338.480011,9095857.788,46.81,8.49,4.8
2742,1989,337.619995,9095857.788,46.81,8.49,4.8
2743,1989,332.609985,9095857.788,46.81,8.49,4.8
2744,1989,334.809998,9095857.788,46.81,8.49,4.8
2745,1989,338.149994,9095857.788,46.81,8.49,4.8
2746,1989,336.570007,9095857.788,46.81,8.49,4.8
2747,1989,339.100006,9095857.788,46.81,8.49,4.8
2748,1989,339.549988,9095857.788,46.81,8.49,4.8
2749,1989,337.98999,9095857.788,46.81,8.49,4.8
2750,1989,340.540009,9095857.788,46.81,8.49,4.8
2751,1989,340.579987,9095857.788,46.81,8.49,4.8
2752,1989,341.609985,9095857.788,46.81,8.49,4.8
2753,1989,339.350006,9095857.788,46.81,8.49,4.8
2754,1989,339.589996,9095857.788,46.81,8.49,4.8
2755,1989,341.910004,9095857.788,46.81,8.49,4.8
2756,1989,343.970001,9095857.788,46.81,8.49,4.8
2757,1989,345.609985,9095857.788,46.81,8.49,4.8
2758,1989,345.769989,9095857.788,46.81,8.49,4.8
2759,1989,343.600006,9095857.788,46.81,8.49,4.8
2760,1989,345.98999,9095857.788,46.81,8.49,4.8
2761,1989,350.630005,9095857.788,46.81,8.49,4.8
2762,1989,351.410004,9095857.788,46.81,8.49,4.8
2763,1989,349.579987,9095857.788,46.81,8.49,4.8
2764,1989,348.549988,9095857.788,46.81,8.49,4.8
2765,1989,347.589996,9095857.788,46.81,8.49,4.8
2766,1989,348.690002,9095857.788,46.81,8.49,4.8
2767,1989,348.559998,9095857.788,46.81,8.49,4.8
2768,1989,351.730011,9095857.788,46.81,8.49,4.8
2769,1989,352.75,9095857.788,46.81,8.49,4.8
2770,1989,350.929993,9095857.788,46.81,8.49,4.8
2771,1989,350.140015,9095857.788,46.81,8.49,4.8
2772,1989,343.690002,9095857.788,46.81,8.49,4.8
2773,1989,342.459991,9095857.788,46.81,8.49,4.8
2774,1989,342.839996,9095857.788,46.81,8.49,4.8
2775,1989,344.779999,9095857.788,46.81,8.49,4.8
2776,1989,347.420013,9095857.788,46.81,8.49,4.8
2777,1989,346.809998,9095857.788,46.81,8.49,4.8
2778,1989,348.809998,9095857.788,46.81,8.49,4.8
2779,1989,350.670013,9095857.788,46.81,8.49,4.8
2780,1989,353.399994,9095857.788,46.81,8.49,4.8
2781,1990,359.690002,9232382.996,41.17,8.55,5.4
2782,1990,358.76001,9232382.996,41.17,8.55,5.4
2783,1990,355.670013,9232382.996,41.17,8.55,5.4
2784,1990,352.200012,9232382.996,41.17,8.55,5.4
2785,1990,353.790009,9232382.996,41.17,8.55,5.4
2786,1990,349.619995,9232382.996,41.17,8.55,5.4
2787,1990,347.309998,9232382.996,41.17,8.55,5.4
2788,1990,348.529999,9232382.996,41.17,8.55,5.4
2789,1990,339.929993,9232382.996,41.17,8.55,5.4
2790,1990,337,9232382.996,41.17,8.55,5.4
2791,1990,340.75,9232382.996,41.17,8.55,5.4
2792,1990,337.399994,9232382.996,41.17,8.55,5.4
2793,1990,338.190002,9232382.996,41.17,8.55,5.4
2794,1990,339.149994,9232382.996,41.17,8.55,5.4
2795,1990,330.380005,9232382.996,41.17,8.55,5.4
2796,1990,331.609985,9232382.996,41.17,8.55,5.4
2797,1990,330.26001,9232382.996,41.17,8.55,5.4
2798,1990,326.079987,9232382.996,41.17,8.55,5.4
2799,1990,325.799988,9232382.996,41.17,8.55,5.4
2800,1990,325.200012,9232382.996,41.17,8.55,5.4
2801,1990,322.980011,9232382.996,41.17,8.55,5.4
2802,1990,329.079987,9232382.996,41.17,8.55,5.4
2803,1990,328.790009,9232382.996,41.17,8.55,5.4
2804,1990,330.920013,9232382.996,41.17,8.55,5.4
2805,1990,331.850006,9232382.996,41.17,8.55,5.4
2806,1990,329.660004,9232382.996,41.17,8.55,5.4
2807,1990,333.75,9232382.996,41.17,8.55,5.4
2808,1990,332.959991,9232382.996,41.17,8.55,5.4
2809,1990,333.619995,9232382.996,41.17,8.55,5.4
2810,1990,330.079987,9232382.996,41.17,8.55,5.4
2811,1990,331.019989,9232382.996,41.17,8.55,5.4
2812,1990,332.01001,9232382.996,41.17,8.55,5.4
2813,1990,334.890015,9232382.996,41.17,8.55,5.4
2814,1990,332.720001,9232382.996,41.17,8.55,5.4
2815,1990,327.98999,9232382.996,41.17,8.55,5.4
2816,1990,327.670013,9232382.996,41.17,8.55,5.4
2817,1990,325.700012,9232382.996,41.17,8.55,5.4
2818,1990,324.149994,9232382.996,41.17,8.55,5.4
2819,1990,328.670013,9232382.996,41.17,8.55,5.4
2820,1990,330.26001,9232382.996,41.17,8.55,5.4
2821,1990,331.890015,9232382.996,41.17,8.55,5.4
2822,1990,332.73999,9232382.996,41.17,8.55,5.4
2823,1990,335.540009,9232382.996,41.17,8.55,5.4
2824,1990,333.73999,9232382.996,41.17,8.55,5.4
2825,1990,337.929993,9232382.996,41.17,8.55,5.4
2826,1990,336.950012,9232382.996,41.17,8.55,5.4
2827,1990,340.269989,9232382.996,41.17,8.55,5.4
2828,1990,337.929993,9232382.996,41.17,8.55,5.4
2829,1990,338.670013,9232382.996,41.17,8.55,5.4
2830,1990,336,9232382.996,41.17,8.55,5.4
2831,1990,336.869995,9232382.996,41.17,8.55,5.4
2832,1990,338.070007,9232382.996,41.17,8.55,5.4
2833,1990,341.910004,9232382.996,41.17,8.55,5.4
2834,1990,343.529999,9232382.996,41.17,8.55,5.4
2835,1990,341.570007,9232382.996,41.17,8.55,5.4
2836,1990,339.73999,9232382.996,41.17,8.55,5.4
2837,1990,335.690002,9232382.996,41.17,8.55,5.4
2838,1990,337.220001,9232382.996,41.17,8.55,5.4
2839,1990,337.630005,9232382.996,41.17,8.55,5.4
2840,1990,341.5,9232382.996,41.17,8.55,5.4
2841,1990,342,9232382.996,41.17,8.55,5.4
2842,1990,340.790009,9232382.996,41.17,8.55,5.4
2843,1990,339.940002,9232382.996,41.17,8.55,5.4
2844,1990,338.700012,9232382.996,41.17,8.55,5.4
2845,1990,343.640015,9232382.996,41.17,8.55,5.4
2846,1990,341.089996,9232382.996,41.17,8.55,5.4
2847,1990,340.730011,9232382.996,41.17,8.55,5.4
2848,1990,340.079987,9232382.996,41.17,8.55,5.4
2849,1990,341.369995,9232382.996,41.17,8.55,5.4
2850,1990,342.070007,9232382.996,41.17,8.55,5.4
2851,1990,341.920013,9232382.996,41.17,8.55,5.4
2852,1990,344.339996,9232382.996,41.17,8.55,5.4
2853,1990,344.73999,9232382.996,41.17,8.55,5.4
2854,1990,344.679993,9232382.996,41.17,8.55,5.4
2855,1990,340.720001,9232382.996,41.17,8.55,5.4
2856,1990,338.089996,9232382.996,41.17,8.55,5.4
2857,1990,335.119995,9232382.996,41.17,8.55,5.4
2858,1990,331.049988,9232382.996,41.17,8.55,5.4
2859,1990,330.359985,9232382.996,41.17,8.55,5.4
2860,1990,332.029999,9232382.996,41.17,8.55,5.4
2861,1990,332.920013,9232382.996,41.17,8.55,5.4
2862,1990,329.109985,9232382.996,41.17,8.55,5.4
2863,1990,330.799988,9232382.996,41.17,8.55,5.4
2864,1990,332.25,9232382.996,41.17,8.55,5.4
2865,1990,334.480011,9232382.996,41.17,8.55,5.4
2866,1990,335.570007,9232382.996,41.17,8.55,5.4
2867,1990,338.390015,9232382.996,41.17,8.55,5.4
2868,1990,340.529999,9232382.996,41.17,8.55,5.4
2869,1990,342.01001,9232382.996,41.17,8.55,5.4
2870,1990,342.859985,9232382.996,41.17,8.55,5.4
2871,1990,343.820007,9232382.996,41.17,8.55,5.4
2872,1990,352,9232382.996,41.17,8.55,5.4
2873,1990,354.75,9232382.996,41.17,8.55,5.4
2874,1990,354.279999,9232382.996,41.17,8.55,5.4
2875,1990,354,9232382.996,41.17,8.55,5.4
2876,1990,354.470001,9232382.996,41.17,8.55,5.4
2877,1990,354.640015,9232382.996,41.17,8.55,5.4
2878,1990,358,9232382.996,41.17,8.55,5.4
2879,1990,358.429993,9232382.996,41.17,8.55,5.4
2880,1990,359.290009,9232382.996,41.17,8.55,5.4
2881,1990,358.410004,9232382.996,41.17,8.55,5.4
2882,1990,354.579987,9232382.996,41.17,8.55,5.4
2883,1990,360.649994,9232382.996,41.17,8.55,5.4
2884,1990,360.859985,9232382.996,41.17,8.55,5.4
2885,1990,361.230011,9232382.996,41.17,8.55,5.4
2886,1990,363.160004,9232382.996,41.17,8.55,5.4
2887,1990,367.399994,9232382.996,41.17,8.55,5.4
2888,1990,366.640015,9232382.996,41.17,8.55,5.4
2889,1990,364.959991,9232382.996,41.17,8.55,5.4
2890,1990,363.149994,9232382.996,41.17,8.55,5.4
2891,1990,358.709991,9232382.996,41.17,8.55,5.4
2892,1990,361.630005,9232382.996,41.17,8.55,5.4
2893,1990,366.25,9232382.996,41.17,8.55,5.4
2894,1990,364.899994,9232382.996,41.17,8.55,5.4
2895,1990,362.899994,9232382.996,41.17,8.55,5.4
2896,1990,362.910004,9232382.996,41.17,8.55,5.4
2897,1990,356.880005,9232382.996,41.17,8.55,5.4
2898,1990,358.470001,9232382.996,41.17,8.55,5.4
2899,1990,359.100006,9232382.996,41.17,8.55,5.4
2900,1990,360.470001,9232382.996,41.17,8.55,5.4
2901,1990,355.429993,9232382.996,41.17,8.55,5.4
2902,1990,352.309998,9232382.996,41.17,8.55,5.4
2903,1990,352.059998,9232382.996,41.17,8.55,5.4
2904,1990,355.140015,9232382.996,41.17,8.55,5.4
2905,1990,357.630005,9232382.996,41.17,8.55,5.4
2906,1990,358.019989,9232382.996,41.17,8.55,5.4
2907,1990,359.540009,9232382.996,41.17,8.55,5.4
2908,1990,360.160004,9232382.996,41.17,8.55,5.4
2909,1990,355.679993,9232382.996,41.17,8.55,5.4
2910,1990,358.420013,9232382.996,41.17,8.55,5.4
2911,1990,359.519989,9232382.996,41.17,8.55,5.4
2912,1990,356.48999,9232382.996,41.17,8.55,5.4
2913,1990,361.230011,9232382.996,41.17,8.55,5.4
2914,1990,365.440002,9232382.996,41.17,8.55,5.4
2915,1990,367.309998,9232382.996,41.17,8.55,5.4
2916,1990,368.950012,9232382.996,41.17,8.55,5.4
2917,1990,367.519989,9232382.996,41.17,8.55,5.4
2918,1990,364.220001,9232382.996,41.17,8.55,5.4
2919,1990,365.320007,9232382.996,41.17,8.55,5.4
2920,1990,361.609985,9232382.996,41.17,8.55,5.4
2921,1990,355.309998,9232382.996,41.17,8.55,5.4
2922,1990,355.790009,9232382.996,41.17,8.55,5.4
2923,1990,357.089996,9232382.996,41.17,8.55,5.4
2924,1990,355.910004,9232382.996,41.17,8.55,5.4
2925,1990,353.440002,9232382.996,41.17,8.55,5.4
2926,1990,355.549988,9232382.996,41.17,8.55,5.4
2927,1990,356.149994,9232382.996,41.17,8.55,5.4
2928,1990,355.519989,9232382.996,41.17,8.55,5.4
2929,1990,351.480011,9232382.996,41.17,8.55,5.4
2930,1990,344.859985,9232382.996,41.17,8.55,5.4
2931,1990,334.429993,9232382.996,41.17,8.55,5.4
2932,1990,334.829987,9232382.996,41.17,8.55,5.4
2933,1990,338.350006,9232382.996,41.17,8.55,5.4
2934,1990,339.940002,9232382.996,41.17,8.55,5.4
2935,1990,335.519989,9232382.996,41.17,8.55,5.4
2936,1990,338.839996,9232382.996,41.17,8.55,5.4
2937,1990,339.390015,9232382.996,41.17,8.55,5.4
2938,1990,340.059998,9232382.996,41.17,8.55,5.4
2939,1990,332.390015,9232382.996,41.17,8.55,5.4
2940,1990,327.829987,9232382.996,41.17,8.55,5.4
2941,1990,328.51001,9232382.996,41.17,8.55,5.4
2942,1990,321.859985,9232382.996,41.17,8.55,5.4
2943,1990,316.549988,9232382.996,41.17,8.55,5.4
2944,1990,307.059998,9232382.996,41.17,8.55,5.4
2945,1990,311.51001,9232382.996,41.17,8.55,5.4
2946,1990,321.440002,9232382.996,41.17,8.55,5.4
2947,1990,321.339996,9232382.996,41.17,8.55,5.4
2948,1990,324.190002,9232382.996,41.17,8.55,5.4
2949,1990,318.709991,9232382.996,41.17,8.55,5.4
2950,1990,322.559998,9232382.996,41.17,8.55,5.4
2951,1990,323.089996,9232382.996,41.17,8.55,5.4
2952,1990,324.390015,9232382.996,41.17,8.55,5.4
2953,1990,320.459991,9232382.996,41.17,8.55,5.4
2954,1990,323.399994,9232382.996,41.17,8.55,5.4
2955,1990,321.630005,9232382.996,41.17,8.55,5.4
2956,1990,321.040009,9232382.996,41.17,8.55,5.4
2957,1990,322.540009,9232382.996,41.17,8.55,5.4
2958,1990,318.649994,9232382.996,41.17,8.55,5.4
2959,1990,316.829987,9232382.996,41.17,8.55,5.4
2960,1990,317.769989,9232382.996,41.17,8.55,5.4
2961,1990,318.600006,9232382.996,41.17,8.55,5.4
2962,1990,316.600006,9232382.996,41.17,8.55,5.4
2963,1990,311.480011,9232382.996,41.17,8.55,5.4
2964,1990,311.320007,9232382.996,41.17,8.55,5.4
2965,1990,304.589996,9232382.996,41.17,8.55,5.4
2966,1990,308.26001,9232382.996,41.17,8.55,5.4
2967,1990,305.059998,9232382.996,41.17,8.55,5.4
2968,1990,300.970001,9232382.996,41.17,8.55,5.4
2969,1990,306.049988,9232382.996,41.17,8.55,5.4
2970,1990,314.940002,9232382.996,41.17,8.55,5.4
2971,1990,315.209991,9232382.996,41.17,8.55,5.4
2972,1990,311.399994,9232382.996,41.17,8.55,5.4
2973,1990,312.690002,9232382.996,41.17,8.55,5.4
2974,1990,311.5,9232382.996,41.17,8.55,5.4
2975,1990,313.480011,9232382.996,41.17,8.55,5.4
2976,1990,305.100006,9232382.996,41.17,8.55,5.4
2977,1990,300.390015,9232382.996,41.17,8.55,5.4
2978,1990,295.459991,9232382.996,41.17,8.55,5.4
2979,1990,300.029999,9232382.996,41.17,8.55,5.4
2980,1990,303.230011,9232382.996,41.17,8.55,5.4
2981,1990,298.920013,9232382.996,41.17,8.55,5.4
2982,1990,298.76001,9232382.996,41.17,8.55,5.4
2983,1990,305.73999,9232382.996,41.17,8.55,5.4
2984,1990,312.480011,9232382.996,41.17,8.55,5.4
2985,1990,314.76001,9232382.996,41.17,8.55,5.4
2986,1990,312.359985,9232382.996,41.17,8.55,5.4
2987,1990,312.600006,9232382.996,41.17,8.55,5.4
2988,1990,310.170013,9232382.996,41.17,8.55,5.4
2989,1990,304.709991,9232382.996,41.17,8.55,5.4
2990,1990,301.880005,9232382.996,41.17,8.55,5.4
2991,1990,304.059998,9232382.996,41.17,8.55,5.4
2992,1990,304,9232382.996,41.17,8.55,5.4
2993,1990,307.019989,9232382.996,41.17,8.55,5.4
2994,1990,311.850006,9232382.996,41.17,8.55,5.4
2995,1990,314.589996,9232382.996,41.17,8.55,5.4
2996,1990,311.619995,9232382.996,41.17,8.55,5.4
2997,1990,306.01001,9232382.996,41.17,8.55,5.4
2998,1990,307.609985,9232382.996,41.17,8.55,5.4
2999,1990,313.73999,9232382.996,41.17,8.55,5.4
3000,1990,319.480011,9232382.996,41.17,8.55,5.4
3001,1990,317.670013,9232382.996,41.17,8.55,5.4
3002,1990,320.399994,9232382.996,41.17,8.55,5.4
3003,1990,317.019989,9232382.996,41.17,8.55,5.4
3004,1990,317.119995,9232382.996,41.17,8.55,5.4
3005,1990,319.339996,9232382.996,41.17,8.55,5.4
3006,1990,315.309998,9232382.996,41.17,8.55,5.4
3007,1990,316.029999,9232382.996,41.17,8.55,5.4
3008,1990,315.100006,9232382.996,41.17,8.55,5.4
3009,1990,316.51001,9232382.996,41.17,8.55,5.4
