index,year,s&p_closing_prices,real_us_gdp,s&p_eps,average_10y_yield,average_annual_inflation
5057,1999,1228.099976,12610491,73.88,5.65,2.2
5058,1999,1244.780029,12610491,73.88,5.65,2.2
5059,1999,1272.339966,12610491,73.88,5.65,2.2
5060,1999,1269.72998,12610491,73.88,5.65,2.2
5061,1999,1275.089966,12610491,73.88,5.65,2.2
5062,1999,1263.880005,12610491,73.88,5.65,2.2
5063,1999,1239.51001,12610491,73.88,5.65,2.2
5064,1999,1234.400024,12610491,73.88,5.65,2.2
5065,1999,1212.189941,12610491,73.88,5.65,2.2
5066,1999,1243.26001,12610491,73.88,5.65,2.2
5067,1999,1252,12610491,73.88,5.65,2.2
5068,1999,1256.619995,12610491,73.88,5.65,2.2
5069,1999,1235.160034,12610491,73.88,5.65,2.2
5070,1999,1225.189941,12610491,73.88,5.65,2.2
5071,1999,1233.97998,12610491,73.88,5.65,2.2
5072,1999,1252.310059,12610491,73.88,5.65,2.2
5073,1999,1243.170044,12610491,73.88,5.65,2.2
5074,1999,1265.369995,12610491,73.88,5.65,2.2
5075,1999,1279.640015,12610491,73.88,5.65,2.2
5076,1999,1273,12610491,73.88,5.65,2.2
5077,1999,1261.98999,12610491,73.88,5.65,2.2
5078,1999,1272.069946,12610491,73.88,5.65,2.2
5079,1999,1248.48999,12610491,73.88,5.65,2.2
5080,1999,1239.400024,12610491,73.88,5.65,2.2
5081,1999,1243.77002,12610491,73.88,5.65,2.2
5082,1999,1216.140015,12610491,73.88,5.65,2.2
5083,1999,1223.550049,12610491,73.88,5.65,2.2
5084,1999,1254.040039,12610491,73.88,5.65,2.2
5085,1999,1230.130005,12610491,73.88,5.65,2.2
5086,1999,1241.869995,12610491,73.88,5.65,2.2
5087,1999,1224.030029,12610491,73.88,5.65,2.2
5088,1999,1237.280029,12610491,73.88,5.65,2.2
5089,1999,1239.219971,12610491,73.88,5.65,2.2
5090,1999,1272.140015,12610491,73.88,5.65,2.2
5091,1999,1271.180054,12610491,73.88,5.65,2.2
5092,1999,1253.410034,12610491,73.88,5.65,2.2
5093,1999,1245.02002,12610491,73.88,5.65,2.2
5094,1999,1238.329956,12610491,73.88,5.65,2.2
5095,1999,1236.160034,12610491,73.88,5.65,2.2
5096,1999,1225.5,12610491,73.88,5.65,2.2
5097,1999,1227.699951,12610491,73.88,5.65,2.2
5098,1999,1246.640015,12610491,73.88,5.65,2.2
5099,1999,1275.469971,12610491,73.88,5.65,2.2
5100,1999,1282.72998,12610491,73.88,5.65,2.2
5101,1999,1279.839966,12610491,73.88,5.65,2.2
5102,1999,1286.839966,12610491,73.88,5.65,2.2
5103,1999,1297.680054,12610491,73.88,5.65,2.2
5104,1999,1294.589966,12610491,73.88,5.65,2.2
5105,1999,1307.26001,12610491,73.88,5.65,2.2
5106,1999,1306.380005,12610491,73.88,5.65,2.2
5107,1999,1297.819946,12610491,73.88,5.65,2.2
5108,1999,1316.550049,12610491,73.88,5.65,2.2
5109,1999,1299.290039,12610491,73.88,5.65,2.2
5110,1999,1297.01001,12610491,73.88,5.65,2.2
5111,1999,1262.140015,12610491,73.88,5.65,2.2
5112,1999,1268.589966,12610491,73.88,5.65,2.2
5113,1999,1289.98999,12610491,73.88,5.65,2.2
5114,1999,1282.800049,12610491,73.88,5.65,2.2
5115,1999,1310.170044,12610491,73.88,5.65,2.2
5116,1999,1300.75,12610491,73.88,5.65,2.2
5117,1999,1286.369995,12610491,73.88,5.65,2.2
5118,1999,1293.719971,12610491,73.88,5.65,2.2
5119,1999,1321.119995,12610491,73.88,5.65,2.2
5120,1999,1317.890015,12610491,73.88,5.65,2.2
5121,1999,1326.890015,12610491,73.88,5.65,2.2
5122,1999,1343.97998,12610491,73.88,5.65,2.2
5123,1999,1348.349976,12610491,73.88,5.65,2.2
5124,1999,1358.630005,12610491,73.88,5.65,2.2
5125,1999,1349.819946,12610491,73.88,5.65,2.2
5126,1999,1328.439941,12610491,73.88,5.65,2.2
5127,1999,1322.849976,12610491,73.88,5.65,2.2
5128,1999,1319,12610491,73.88,5.65,2.2
5129,1999,1289.47998,12610491,73.88,5.65,2.2
5130,1999,1306.170044,12610491,73.88,5.65,2.2
5131,1999,1336.119995,12610491,73.88,5.65,2.2
5132,1999,1358.819946,12610491,73.88,5.65,2.2
5133,1999,1356.849976,12610491,73.88,5.65,2.2
5134,1999,1360.040039,12610491,73.88,5.65,2.2
5135,1999,1362.800049,12610491,73.88,5.65,2.2
5136,1999,1350.910034,12610491,73.88,5.65,2.2
5137,1999,1342.829956,12610491,73.88,5.65,2.2
5138,1999,1335.180054,12610491,73.88,5.65,2.2
5139,1999,1354.630005,12610491,73.88,5.65,2.2
5140,1999,1332,12610491,73.88,5.65,2.2
5141,1999,1347.310059,12610491,73.88,5.65,2.2
5142,1999,1332.050049,12610491,73.88,5.65,2.2
5143,1999,1345,12610491,73.88,5.65,2.2
5144,1999,1340.300049,12610491,73.88,5.65,2.2
5145,1999,1355.609985,12610491,73.88,5.65,2.2
5146,1999,1364,12610491,73.88,5.65,2.2
5147,1999,1367.560059,12610491,73.88,5.65,2.2
5148,1999,1337.800049,12610491,73.88,5.65,2.2
5149,1999,1339.48999,12610491,73.88,5.65,2.2
5150,1999,1333.319946,12610491,73.88,5.65,2.2
5151,1999,1344.22998,12610491,73.88,5.65,2.2
5152,1999,1338.829956,12610491,73.88,5.65,2.2
5153,1999,1330.290039,12610491,73.88,5.65,2.2
5154,1999,1306.650024,12610491,73.88,5.65,2.2
5155,1999,1284.400024,12610491,73.88,5.65,2.2
5156,1999,1304.76001,12610491,73.88,5.65,2.2
5157,1999,1281.410034,12610491,73.88,5.65,2.2
5158,1999,1301.839966,12610491,73.88,5.65,2.2
